%state	deg. state	t_start (s)	t_dwell (s)
3	3	+1.149e+02	+2.755e+00
2	2	+1.177e+02	+3.986e+00
3	3	+1.216e+02	+9.250e-01
2	2	+1.226e+02	+1.358e-01
1	1	+1.227e+02	+1.412e+00
3	3	+1.241e+02	+4.766e-01
2	2	+1.246e+02	+3.338e-02
3	3	+1.246e+02	+1.131e+00
2	2	+1.258e+02	+1.738e+00
3	3	+1.275e+02	+4.943e+00
2	2	+1.324e+02	+2.140e-01
1	1	+1.327e+02	+3.763e-01
3	3	+1.330e+02	+1.541e+00
2	2	+1.346e+02	+9.492e-01
3	3	+1.355e+02	+1.964e+00
2	2	+1.375e+02	+3.990e-01
3	3	+1.379e+02	+2.045e-01
2	2	+1.381e+02	+2.648e-01
1	1	+1.384e+02	+3.890e-01
3	3	+1.387e+02	+1.152e+00
2	2	+1.399e+02	+5.886e-01
1	1	+1.405e+02	+3.060e-01
2	2	+1.408e+02	+4.517e-01
3	3	+1.412e+02	+2.994e-02
2	2	+1.413e+02	+1.990e+00
1	1	+1.433e+02	+9.153e-02
2	2	+1.434e+02	+9.050e-01
1	1	+1.443e+02	+2.845e+00
3	3	+1.471e+02	+2.230e-01
2	2	+1.473e+02	+1.139e+00
1	1	+1.485e+02	+1.791e+00
3	3	+1.503e+02	+6.332e-01
2	2	+1.509e+02	+5.565e-01
1	1	+1.514e+02	+3.412e-01
3	3	+1.518e+02	+1.604e-01
2	2	+1.519e+02	+4.890e-01
3	3	+1.524e+02	+9.846e-01
2	2	+1.534e+02	+3.010e-01
3	3	+1.537e+02	+5.422e-02
2	2	+1.538e+02	+3.475e-01
1	1	+1.541e+02	+3.485e-01
3	3	+1.545e+02	+8.074e-01
1	1	+1.553e+02	+1.832e+00
2	2	+1.571e+02	+1.747e+00
3	3	+1.589e+02	+7.783e-01
2	2	+1.596e+02	+4.536e-01
1	1	+1.601e+02	+3.157e+00
2	2	+1.632e+02	+1.299e+00
1	1	+1.645e+02	+6.241e-01
3	3	+1.652e+02	+2.867e-01
2	2	+1.655e+02	+5.573e+00
1	1	+1.710e+02	+2.790e+00
3	3	+1.738e+02	+4.379e+00
2	2	+1.782e+02	+3.405e+00
3	3	+1.816e+02	+2.236e+00
2	2	+1.838e+02	+7.063e-01
1	1	+1.845e+02	+1.071e+00
2	2	+1.856e+02	+9.252e-01
1	1	+1.865e+02	+5.444e-01
3	3	+1.871e+02	+1.661e+00
2	2	+1.887e+02	+4.129e-01
1	1	+1.892e+02	+1.096e+00
3	3	+1.903e+02	+4.552e-01
2	2	+1.907e+02	+7.691e-01
3	3	+1.915e+02	+2.617e+00
1	1	+1.941e+02	+4.494e-01
2	2	+1.945e+02	+2.469e-01
3	3	+1.948e+02	+6.354e-01
2	2	+1.954e+02	+6.316e-01
1	1	+1.961e+02	+8.302e-01
3	3	+1.969e+02	+3.111e+00
0	0	+2.000e+02	+Inf
